Year,Month,Day,V-TWAS_gal,V-PS_gal,V-HSW_gal,Dig1-T_degF,Dig2-T_degF,Dig1-pH,Dig2-pH,FOG_gal,SRT,HSW-VS_percent,HSW-COD_mgL,Dig1-alk_mgL,Dig2-alk_mgL,Dig1-VFA_mgL,Dig2-VFA_mgL,Dig1-FOS-TAC,Dig2-FOS-TAC,Q-influent_MGD,BOD-influent_mgL,TWAS-VS_percent,PS-VS_percent,Biogas
2021,9,2,4347,18443,13804,95.2,95.3,7.31,7.22,9779,23.4,6.47,194100,4916.92125,4579.1175,1070.4,970.8,0.22,0.21,2.89,421,2.68,,118.2
2021,9,3,7314,15297,16286,95.5,96,7.33,7.2,27031,22.1,7.99,172300,4266.33625,4641.67375,1178.3,1012.3,0.28,0.22,3.02,470,2.95,1.7,142.8
2021,9,4,6080,10153,3795,95.3,95.1,7.29,7.23,0,42.8,,,4441.49375,4814.329,1253,1020.6,0.28,0.21,2.67,389,3.13,,85
2021,9,5,6623,15952,3801,95.8,95.7,7.32,7.25,0,32.5,,,4569.1085,4874.383,1253,987.4,0.27,0.2,2.57,586,3.23,,68.5
2021,9,6,6114,16608,3824,95.4,95.5,7.3,7.22,0,32.3,,,4504.05,4819.3335,1186.6,1120.2,0.26,0.23,2.45,584,2.62,,60.2
2021,9,7,6566,16143,6657,95,95.3,7.33,7.26,31512,29.2,6.82,156150,5287.25425,4794.311,1170,1352.6,0.22,0.28,2.84,166,3.1,3.75,60.3
2021,9,8,5739,24281,13591,95.3,95.2,7.33,7.28,21505,19.7,5.65,138700,5307.27225,4979.4775,1277.9,1028.9,0.24,0.21,2.74,584,3.12,2.25,78.8
2021,9,9,5203,17100,11787,95.4,96,7.32,7.3,19777,25.2,5.12,110350,5369.8285,5034.527,1116.05,1170,0.21,0.23,2.71,671,3.4,2.76,70.1
2021,9,10,6608,17167,10031,95.4,95.3,7.35,7.21,25725,25.4,5.67,147650,5377.33525,4761.78175,1261.3,1037.2,0.23,0.22,2.66,484,3.16,2.92,93.2
2021,9,11,5854,16065,3819,95.5,95.2,7.27,7.19,0,33.3,,,5069.5585,4819.3335,1203.2,954.2,0.24,0.2,2.7,683,3.12,,64
2021,9,12,6473,10122,1459,95.1,95.1,7.25,7.14,0,47.5,,,5117.10125,4806.82225,1136.8,1037.2,0.22,0.22,2.91,624,3.14,,6
2021,9,13,7769,35946,5041,95.3,95.2,7.36,7.27,29465,17.6,8.25,236050,5189.6665,4774.293,1170,1120.2,0.23,0.23,2.78,790.4,3.26,1.38,2.5
2021,9,14,7815,14836,10074,95.2,95.7,7.29,7.2,9857,26.2,7.19,182000,4979.4775,4761.78175,1211.5,1145.1,0.24,0.24,2.74,476,3.24,2.58,44.8
2021,9,15,7594,15465,15346,95.4,95.3,7.32,7.21,26428,22.3,11.35,231850,4991.98875,4734.257,1103.6,995.7,0.22,0.21,2.78,617,3.15,2.51,113.2
2021,9,16,8201,18335,16029,95.9,95.3,7.33,7.23,14031,20.2,6.15,115450,4919.4235,4709.2345,1053.8,1170,0.21,0.25,2.75,586.9,3.12,3.16,118.2
2021,9,17,7358,21622,13375,95.3,96,7.34,7.25,19688,20.3,13.53,,5384.842,5039.5315,1784.2,1618.2,0.33,0.32,2.69,628,3.15,2,115.9
2021,9,18,7814,16938,3809,95.5,95.3,7.26,7.28,0,30,,,5027.02025,5377.33525,1684.6,1394.1,0.34,0.26,2.6,526,3,,84.9
2021,9,19,7955,16466,3803,96,95.2,7.32,7.24,0,30.4,,,5432.38475,5124.608,1477.1,1410.7,0.27,0.28,2.75,758.6,2.76,,74.3
2021,9,20,7724,17394,12676,95.4,95.3,7.38,7.3,50156,22.7,7.75,,5337.29925,5262.23175,1477.1,1609.9,0.28,0.31,2.88,458,3.3,2.33,96.7
2021,9,21,8663,12323,16829,95.5,95.1,7.38,7.26,39020,22.7,1.3,,5570.0085,5009.5045,1244.7,1651.4,0.22,0.33,2.77,389.1,2.98,2.83,143.1
2021,9,22,8191,15701,5269,95.6,95.4,7.38,7.28,25600,29.4,,,5354.815,4979.4775,1327.7,1385.8,0.25,0.28,2.59,350,3.5,3.21,128.2
2021,9,23,8308,15998,1762,95.6,95.5,7.32,7.28,26275,32.9,1.87,,5454.905,5207.18225,1643.1,1668,0.3,0.32,2.55,388.2,,,101.6
2021,9,24,8201,14754,5701,95.9,95.6,7.39,7.29,41756,29.9,8.43,,5479.9275,5117.10125,1336,1668,0.24,0.33,2.55,623,2.98,3.51,133.8
2021,9,25,8059,16751,8123,95.8,95.3,7.2,7.21,0,26.1,,,5429.8825,4866.87625,1784.2,1867.2,0.33,0.38,2.5,884,3.7,,103.3
2021,9,26,7635,17242,2215,94.5,95.4,7.19,7.17,0,31.7,,,,,,,,,2.56,564,3.11,,73.3
2021,9,27,8167,16495,7717,96,95.5,7.35,7.25,26568,26.5,8.97,,,,,,,,2.6,447,3.9,2.29,73.6
2021,9,28,8237,15098,10247,95.5,95.6,7.35,7.24,11700,25.5,1.11,,,,,,,,2.64,551,3.3,3.37,108.7
2021,9,29,8199,16153,12278,95.8,95.1,7.35,7.22,30040,23.4,11.87,,,,,,,,2.7,916,3.17,2.44,131.7
2021,9,30,8589,20384,21416,95.8,95.7,7.3,7.2,20532,17,7.67,,4914.419,4671.70075,1726.1,862.9,0.35,0.18,2.74,763,3.23,2.92,161.2
2021,10,1,8186,15226,11743,95.4,95.3,7.35,7.25,20200,24.4,6.92,100650,5019.5135,4869.3785,1311.1,1477.1,0.26,0.3,2.71,646,3.23,2.62,123.6
2021,10,2,8552,11532,2694,95.3,95.4,7.41,7.29,0,37.7,,,5124.608,5047.03825,1253,1170,0.24,0.23,2.59,786,3.18,,86.1
2021,10,3,8075,15251,2044,95.8,95.7,7.5,7.43,0,33.8,,,4799.3155,5232.20475,1692.9,1194.9,0.35,0.23,2.38,530,3.15,,72.6
2021,10,4,7516,15815,2487,95.9,95.7,7.38,7.29,9175,33.2,16.58,,5104.59,4939.4415,1228.1,1452.2,0.24,0.29,2.51,321,3.17,3.71,78.3
2021,10,5,6747,16223,9178,95.8,95.2,7.41,7.37,18769,26.7,7.56,,5254.725,4846.85825,1153.4,1626.5,0.22,0.34,2.49,568,2.77,3.75,88.8
2021,10,6,6879,12706,13382,95.5,95.3,7.38,7.34,21600,26,5.75,127625,,,,,,,2.57,374,2.92,3.11,104.6
2021,10,7,6581,17108,4760,95.2,96,7.43,7.35,3774,30.2,5.46,120100,,,,,,,2.61,571,2.72,3.16,78.7
2021,10,8,6288,17119,4699,95.5,95.8,7.4,7.33,25766,30.5,3.77,93225,,,,,,,2.58,447,2.79,1.29,66.7
2021,10,9,6688,16494,3790,95.2,95.9,7.31,7.28,0,31.8,,,,,,,,,2.49,530,3.1,,53
2021,10,10,6696,17355,3792,95.5,95.1,7.34,7.31,0,30.8,,,,,,,,,2.51,554,1.46,,48
2021,10,11,6424,17523,11656,95.7,95.4,7.38,7.29,28845,24.1,6.17,151800,,,,,,,2.98,410,3.23,2.2,71.9
2021,10,12,6448,15989,17302,95.9,95.8,7.33,7.22,11552,21.6,8.6,269850,5185,4847,1170,1162,0.23,0.24,2.65,380,3.14,3.62,118.3
2021,10,13,6344,24858,16826,95.5,95.2,7.38,7.24,34370,17.9,8.88,274350,5157,4494,1220,1228,0.24,0.27,3.37,536,3.1,1.89,135.9
2021,10,14,6793,18647,11964,95.1,95.6,7.34,7.23,9153,22.9,8.51,183725,5050,4784,1270,1444,0.25,0.3,2.65,565,3.12,1.9,124.8
2021,10,15,6376,18050,8638,95.7,95.9,7.34,7.24,30936,25.9,11.25,187250,5002,4659,1178,1104,0.24,0.24,2.57,560,3,3.64,113.3
2021,10,16,6564,15913,6894,95.3,95.5,7.4,7.32,0,29.2,,,4987,4757,1129,1012,0.23,0.21,2.43,443,2.9,,13.7
2021,10,17,6021,10995,11188,95.8,95.2,7.3,7.26,0,30.4,,,4994,4737,1286,1195,0.26,0.25,2.42,739,2.97,,69.9
2021,10,18,5752,10573,10937,95.6,95.3,7.31,7.22,39943,31.5,8.14,,5050,4724,1137,1278,0.23,0.27,2.49,435,3.8,,138.1
2021,10,19,6526,13313,14688,95.4,95.7,7.41,7.29,6868,24.9,3.62,,5370,4694,1037,971,0.19,0.21,2.53,658,2.97,3.16,108.9
2021,10,20,6097,17342,15003,95.4,95.8,7.38,7.28,27706,22.3,8.14,,,,,,,,2.57,798,3.7,2.88,122.8
2021,10,21,9106,17821,15381,95.2,95.7,7.34,7.25,6983,20.3,8.64,,5535,4817,1012,1178,0.18,0.24,2.59,534,,,132.1
2021,10,22,6667,17633,11535,95.2,91.8,7.34,7.22,20079,23.9,11.12,,,,,,,,2.48,528,3.12,3.2,178
2021,10,23,6730,16902,8143,95.1,95,7.51,7.32,0,27,,,5425,5080,1228,1054,0.23,0.21,2.37,671,3.18,,149.5
2021,10,24,7802,15155,8141,95.3,95.3,7.51,7.48,0,27.6,,,,,,,,,4.51,672,3.27,,131
2021,10,25,7442,16583,13603,95.5,95.4,7.4,7.31,11131,22.8,9.79,,,,,,,,3.59,305,3.41,2.76,134.5
2021,10,26,7101,13915,19509,95.7,95.2,7.4,7.27,15977,21.2,18.89,117200,5820,5470,1369,1236,0.24,0.23,2.88,399,2.72,3.57,146.8
2021,10,27,1897,2380,7324,95.8,95.4,7.43,7.3,25685,74,6.36,134900,,,,,,,2.96,603,1.79,,105.3
2021,10,28,5122,15066,14439,95.1,95.7,7.49,7.37,7079,24.8,4.68,104600,6136,5758,1361,1286,0.22,0.22,3.56,622,,,87
2021,10,29,9441,13441,19767,95.2,95.7,7.45,7.36,19124,20.1,4.63,10405,,,,,,,3.41,469,3.37,4.6,126.8
2021,10,30,7541,11226,8089,95.4,95.4,7.37,7.27,0,31.9,,,6143,5945,1253,1253,0.2,0.21,2.9,514,3.25,,19.4
2021,10,31,7567,9088,8077,95.9,95.9,7.46,7.34,0,34.7,,,,,,,,,2.71,610,3.2,,85.1
2021,11,1,7958,25777,13279,95.3,95.3,7.4,7.37,21636,18.2,5.74,,,,,,,,2.68,423,3.8,1.99,97.6
2021,11,2,6762,27007,19955,95.4,95.6,7.46,7.37,8555,16,4.14,87150,6168,6206,1228,1378,0.2,0.22,2.71,455,3.1,1.61,107.1
2021,11,3,7736,17687,25859,95.7,95.7,7.56,7.49,24186,16.7,4.39,87300,3171,6126,1286,1261,0.41,0.21,2.56,510,2.7,2.85,112.9
2021,11,4,7379,16715,32736,95.6,95.7,7.38,7.32,13672,15.1,6.59,118700,6063,6018,1286,1195,0.21,0.2,2.66,390,2.78,2.1,145.1
2021,11,5,7952,28526,14541,95.7,95.8,7.51,7.33,7214,16.8,9.82,90650,6231,5870,1170,1170,0.19,0.2,2.64,428,3.7,2.9,128.5
2021,11,6,7968,17241,2051,95.7,95.6,7.45,7.31,0,31.5,,,6105,5718,1344,1203,0.22,0.21,2.71,426,3.5,,97
2021,11,7,7959,17730,2140,95.6,95.7,7.46,7.33,0,30.8,,,5910,5560,1361,1079,0.23,0.19,2.61,365,3.3,,97.5
2021,11,8,7535,18611,4665,95.3,95.6,7.48,7.36,12606,27.8,15.57,456750,6038,5457,1187,1336,0.2,0.24,2.63,271,2.94,2.3,100.4
2021,11,9,7986,18004,11150,95.7,95.7,7.45,7.33,7655,23.1,7.44,134000,5758,5377,1153,1070,0.2,0.2,2.61,329,2.84,2.42,120.1
2021,11,10,7401,17478,13956,95.6,95.3,7.43,7.27,18184,22.1,8.64,167250,5935,5437,1236,1452,0.21,0.27,2.67,654,3.1,2.74,139.9
2021,11,11,8191,14777,11452,95.3,95.6,7.43,7.32,0,24.9,,,5708,5452,1568,1436,0.27,0.26,3.08,653,3.8,,125.5
2021,11,12,8750,20073,12461,95.6,95.2,7.43,7.27,29694,20.8,13.4,215650,5868,5322,1394,1444,0.24,0.27,2.63,450,3.3,2.61,129.6
2021,11,13,7467,15011,8122,95.7,95.6,7.32,7.17,0,28,,,5613,5280,1270,1635,0.23,0.31,2.6,456,3.2,,167.7
2021,11,14,7490,14795,8149,95.8,94.9,7.32,7.17,0,28.2,,,5357,4822,2398,1593,0.45,0.33,2.47,592,3.31,,187.9
2021,11,15,7467,15319,13998,95.7,95.3,7.45,7.29,16067,23.3,18.33,360800,5170,4784,1120,1145,0.22,0.24,2.53,363,2.8,2.85,208
2021,11,16,7951,17150,9918,95.2,95.9,7.42,7.24,4500,24.5,14.33,332900,4944,4549,1701,1120,0.34,0.25,2.76,468,2.88,2.9,213.4
2021,11,17,8525,14193,6289,95.7,95.6,7.41,7.27,11450,29.6,,,5070,4749,1402,1170,0.28,0.25,2.77,476,2.74,3.25,187.1
2021,11,18,10559,17538,8762,95.6,95.4,7.44,7.23,6010,23.3,14.33,281050,5052,4659,1203,1361,0.24,0.29,2.61,1180,,,157.3
2021,11,19,8770,17002,13677,94.7,94.9,7.35,7.2,20537,21.7,1.87,230275,4994,4567,1120,1295,0.22,0.28,2.65,665,4.85,2.98,184.1
2021,11,20,9325,16873,8119,95.2,95.4,7.45,7.28,0,25,,,5140,4629,1344,1319,0.26,0.28,2.67,924,2.96,,130.5
2021,11,21,9363,18500,5294,95.8,95.7,7.41,7.25,0,25.9,,,5057,4607,1286,1369,0.25,0.3,2.37,653,3.3,,101.3
2021,11,22,9366,18664,10327,95.2,95,7.38,7.25,10501,22.4,7.42,146400,5177,4792,1303,1129,0.25,0.24,2.53,197,2.85,1.97,98.6
2021,11,23,6492,16785,10352,95.2,95.9,7.34,7.25,9858,25.5,5.7,177850,5067,4779,1220,1278,0.24,0.27,2.57,579,2.77,,122.2
2021,11,24,9803,17662,6076,95.6,95.8,7.34,7.21,11854,25.6,7.8,119000,5055,4727,1344,1054,0.27,0.22,2.74,996,2.89,2.46,94.7
2021,11,25,9304,17287,3777,95.3,95.3,7.38,7.22,0,28.3,,,,,,,,,2.22,940,2.95,,73.4
2021,11,26,9938,18029,3782,94.4,95.5,7.38,7.26,0,27,,,,,,,,,2.24,372,2.98,,73.6
2021,11,27,9729,17735,1998,95.3,95.5,7.4,7.28,0,29.1,,,,,,,,,2.29,208,2.83,,58.4
2021,11,28,9367,17655,1183,95.3,95.4,7.38,7.22,0,30.4,,,,,,,,,2.26,171,2.74,,46.5
2021,11,29,8630,18405,7097,96,95.3,7.36,7.2,10638,25.1,6.79,,5042,4729,1402,1046,0.28,0.22,2.53,176,2.73,3.2,61.8
2021,11,30,8241,18470,21350,95.8,95.2,7.28,7.23,21572,17.9,7.11,,4934,4709,1286,987,0.26,0.21,2.6,524,2.7,2.79,107.5
2021,12,1,7421,15472,24573,95.2,95.7,7.31,7.2,20498,18.1,5.13,75750,4997,4659,1037,1112,0.21,0.24,2.84,490,2.7,,121.7
2021,12,2,7465,17012,32031,95.4,95.2,7.32,7.18,23584,15.2,5.33,113350,5030,4869,1004,1087,0.2,0.22,2.76,562,2.69,2.31,134.4
2021,12,3,8944,17440,12462,95.7,95.8,7.33,7.23,22848,22.1,7.39,160800,5105,4689,1095,1145,0.21,0.24,2.72,764,2.88,2.78,145.8
2021,12,4,8307,17702,3795,95.7,95.1,7.33,7.25,0,28.8,,,5030,4894,1220,1054,0.24,0.22,2.55,398,2.96,,97.9
2021,12,5,7552,18072,3788,95.7,95.6,7.4,7.24,0,29.2,,,5162,4572,1021,697,0.2,0.15,2.73,550,2.85,,76.7
2021,12,6,7563,18362,15530,95.3,95.7,7.35,7.23,23059,20.7,7.86,162650,5042,4927,1212,1095,0.24,0.22,2.51,446,2.86,1.96,99.7
2021,12,7,8096,18632,19698,95.4,95.2,7.28,7.23,6820,18.5,6.43,145125,5177,4739,1062,1012,0.21,0.21,2.56,1010,2.91,1.82,143.9
2021,12,8,7573,18128,18491,95.1,95.3,7.3,7.24,29059,19.4,5.66,,5147,4999,1112,1228,0.22,0.25,2.62,779,3.1,2.8,122.6
2021,12,9,10787,16759,19549,95.3,95.6,7.3,7.18,14255,18.2,6.24,116725,5377,4984,1104,1162,0.21,0.23,2.52,653,3.5,2.6,119.8
2021,12,10,9646,14917,18296,95.5,95.5,7.3,7.25,24027,20,6.21,,5598,5355,1187,1054,0.21,0.2,3.01,628,2.91,3.26,135.6
2021,12,11,10814,8206,5543,95.5,95.8,7.26,7.19,0,34.9,,127725,5470,4974,797,1054,0.15,0.21,2.51,759,3.85,,92.2
2021,12,12,10471,7543,5551,95.7,95.8,7.26,7.3,0,36.4,,,5305,5242,1129,987,0.21,0.19,2.46,908,2.92,,86.9
2021,12,13,11098,18114,11773,95.7,95.4,7.36,7.33,19522,20.9,5.82,193550,5370,5032,971,1245,0.18,0.25,2.41,471,2.86,2.9,111.3
2021,12,14,10764,16817,21632,95.2,95.4,7.29,7.17,15590,17.4,7.59,181425,5167,5145,1220,1162,0.24,0.23,2.57,276,2.79,2.65,147.3
2021,12,15,11054,14954,23777,95.6,95.9,7.29,7.15,22087,17.2,7.53,158950,5342,4982,1353,1037,0.25,0.21,2.84,834,2.96,2.84,161.3
2021,12,16,11861,13768,20606,95.3,95.7,7.29,7.21,12328,18.6,7.36,129650,5530,5355,1270,1286,0.23,0.24,3.17,582,2.89,3.76,150.1
2021,12,17,5753,13911,8902,95.2,95.6,7.34,7.21,14165,30,9.31,189525,5527,5232,1203,1228,0.22,0.23,3.66,352,,,133.5
2021,12,18,11460,17345,8106,94.6,95.6,7.4,7.36,0,23.2,,,5713,5500,1295,1668,0.23,0.3,3.5,952,2.8,,118.4
2021,12,19,11546,17386,4704,98.2,95.7,7.39,7.28,0,25.5,,,5688,5275,1195,1145,0.21,0.22,3.24,546.8,2.98,,102.6
2021,12,20,13025,18439,23550,93.6,95.6,7.35,7.25,28932,15.6,7.7,184450,5638,5505,1369,1485,0.24,0.27,3.27,171,2.84,2.47,129.1
2021,12,21,13971,15605,17709,94.4,95.1,7.34,7.2,7607,18.1,6.42,143750,5165,4762,1369,1203,0.27,0.25,3.15,199.6,2.84,3.25,152
2021,12,22,11596,14651,11569,93.5,95.9,7.32,7.2,29383,22.7,6.33,160825,5080,4992,1029,1129,0.2,0.23,2.78,178,2.7,3.28,117
2021,12,23,10353,15286,8130,95.5,95.1,7.36,7.23,0,25.4,,,5332,5192,1062,879,0.2,0.17,2.29,212,2.73,,86
2021,12,24,8648,14071,8123,95.8,95.6,7.4,7.27,5055,27.8,,,,,,,,,2.18,128,2.77,,67
2021,12,25,7800,14234,4983,96,95.8,7.38,7.26,0,31.8,,,,,,,,,1.93,184,2.76,,56.6
2021,12,26,6312,15007,3825,95.7,95.8,7.39,7.36,0,34.1,,,,,,,,,2.11,135,2.69,,49.5
2021,12,27,6042,14620,18557,95.1,95.6,7.4,7.3,24605,21.9,4.87,81525,,,,,,,2.33,144,2.65,3.13,67.7
2021,12,28,6192,15045,28596,95.1,95.5,7.33,7.23,17639,17.2,2.32,57700,5142,5005,1153,1062,0.22,0.21,2.82,362,2.68,3.3,90.2
2021,12,29,6343,15831,19407,95.5,95.1,7.35,7.26,17186,20.6,3.73,71500,5115,4919,1170,1037,0.23,0.21,2.52,603,2.83,2.88,84.9
2021,12,30,7622,16220,17822,95.5,95.6,7.31,7.22,26614,20.6,4.59,71425,5122,4872,1112,1228,0.22,0.25,3.25,628,2.78,3.4,81.5
2021,12,31,8270,15525,8374,95.9,95.2,7.39,7.25,2578,26.7,,,,,,,,,3.37,608,3,,65.3
2022,1,1,8180,15787,12441,95,95.6,7.34,7.22,0,23.6,,,,,,,,,2.95,337,3.2,,68.5
2022,1,2,8769,15584,3481,95.4,95.4,7.29,7.21,0,30.8,,,,,,,,,3.12,127,3.1,,58.9
2022,1,3,9129,16154,4100,95.6,95.7,7.34,7.29,11976,29.2,5.49,95200,,,,,,,3.41,151,2.98,3.63,51.9
2022,1,4,8887,16800,14912,95.3,95.4,7.39,7.24,14772,21.1,4.86,116450,5095,4879,996,996,0.2,0.2,3.15,436,3,2.98,78
2022,1,5,9630,14738,22165,94.7,95.7,7.3,7.17,10341,18.4,7.14,100550,4929,4769,1145,1120,0.23,0.23,3.01,314,2.97,3.1,122.7
2022,1,6,9450,15935,8140,95.7,95.6,7.34,7.23,0,25.6,13.38,99650,4937,4792,896,896,0.18,0.19,3.41,246,2.99,3.29,107.5
2022,1,7,9329,13761,3226,94.8,95.3,7.28,7.27,12170,32.6,1.39,356600,5310,5092,1195,1461,0.23,0.29,3.84,569,2.94,2.22,83.6
2022,1,8,8884,10616,3795,94.9,96.3,7.4,7.33,0,36.8,,,5292,5232,1402,987,0.26,0.19,3.8,448,3,,76.2
2022,1,9,9043,12475,3774,96.9,96.7,7.42,7.33,0,33.9,,,5540,5252,1311,1319,0.24,0.25,3.43,480,2.95,,68
2022,1,10,9654,16880,17671,96.1,96.5,7.3,7.26,19650,19.4,8.54,121650,5502,5467,1112,1178,0.2,0.22,3.45,573,3.2,2.79,103.5
2022,1,11,10369,15128,23440,96.1,96.7,7.21,7.2,15581,17.5,7.36,122050,5445,5285,1212,1120,0.22,0.21,3.08,368,3.13,2.79,150.8
2022,1,12,9420,11969,26043,95.5,96.1,7.21,7.22,22703,18.1,8.81,195625,5467,5580,1303,971,0.24,0.17,2.71,829,2.67,2.98,162.4
2022,1,13,10434,9874,20413,95.7,95.9,7.34,7.28,7856,21.1,8.15,110450,5598,5442,1295,1178,0.23,0.22,2.68,759,3.43,2.92,166.2
2022,1,14,10548,16304,21301,95.3,95.9,7.23,7.3,19996,17.8,1.36,112000,5422,5482,1494,1253,0.28,0.23,2.54,958,3.11,3.22,189.4
2022,1,15,10078,14561,8174,93.6,95,7.35,7.27,0,26.1,,,5817.73125,5740.1615,1427.3,1385.8,0.25,0.24,2.47,430,3.42,,154
2022,1,16,9240,11260,9876,93.3,96.2,7.38,7.33,0,28.2,,,5987.88425,6077.96525,1369.2,1419,0.23,0.23,2.64,385,3.36,,130.6
2022,1,17,9632,10211,16529,94.5,96.2,7.41,7.36,21688,23.6,8.48,232825,6228.10025,6205.58,1551.8,1294.5,0.25,0.21,2.61,608,3.11,3.57,133.9
2022,1,18,9918,9819,25504,95.7,96.5,7.4,7.33,18128,19,6.29,165275,6178.05525,6230.6025,1419,1253,0.23,0.2,2.74,448,2.94,3.2,152.1
2022,1,19,9406,12144,37248,96.3,96.3,7.42,7.35,28064,14.6,8.74,121600,6256,6131,1187,1087,0.19,0.18,2.74,706,2.97,3.64,186.7
2022,1,20,10363,9688,26407,95.2,96.3,7.35,7.33,15426,18.5,6.69,139150,5688,5765,1734,1743,0.3,0.3,2.7,920,3.25,3.43,201.7
2022,1,21,10560,13333,2122,94,95.3,7.48,7.37,13431,33,9.49,238450,6196,5745,1676,1253,0.27,0.22,2.76,1260,3.67,3.57,148.2
2022,1,22,11297,11383,3801,96,96,7.44,7.34,0,32.4,,,6408,5835,1768,1793,0.28,0.31,2.71,1410,3.94,,121.7
2022,1,23,11400,9052,3806,96.4,96.4,7.43,7.32,0,35.4,,,6426,5868,2274,1826,0.35,0.31,2.76,767,4.14,,99.7
2022,1,24,11537,9884,8835,96.8,96.4,7.54,7.38,15270,28.4,9.22,217600,6633,5835,1992,2772,0.3,0.48,2.73,483,3.97,2.55,100.5
2022,1,25,10583,11769,11465,95.8,96.6,7.41,7.38,3200,25.4,7.83,150000,6318,5775,2540,2764,0.4,0.48,2.69,328,3.54,2.77,132.9
2022,1,26,11335,9822,27498,96,96.6,7.54,7.35,25201,17.6,7.34,,6491,5718,2257,2971,0.35,0.52,2.73,671,3.37,2.87,127.5
2022,1,27,12930,9328,22204,95.9,96.8,7.52,7.34,14370,19.3,4.55,76350,6203,6110,2548,2448,0.41,0.4,2.69,675,3.37,3.18,134
2022,1,28,12154,9966,13206,96.1,96.8,7.62,7.45,21108,24.3,8.78,188300,6458,5985,1959,1826,0.3,0.31,2.66,891,3.34,3.38,140.4
2022,1,29,13281,10065,8123,96,96.6,7.46,7.39,0,27.3,,,6221,6128,2332,1817,0.37,0.3,2.63,1160,3.39,,166.5
2022,1,30,12769,8589,6412,96.8,96.5,7.47,7.38,0,30.9,,,6151,6168,2100,1768,0.34,0.29,2.38,522,3.35,,150.9
2022,1,31,14147,9975,11273,96.3,96.8,7.47,7.41,11738,24.2,,,6196,6451,1743,1734,0.28,0.27,2.61,178,2.96,3.7,116.6
2022,2,1,15000,11105,4262,96.3,96.9,7.41,7.35,0,28.3,4.49,,6456,6068,1975,1817,0.31,0.3,2.61,730,2.71,3.71,115.5
2022,2,2,15430,9195,7856,96.4,96.3,7.43,7.38,11332,26.4,8.28,150850,6568,6138,2149,2589,0.33,0.42,2.59,810,2.86,4.1,105.4
2022,2,3,16742,9378,20536,95.8,96.1,7.33,7.34,20834,18.4,8.59,179400,6321,6148,2249,1983,0.36,0.32,2.7,687,2.83,3.89,168.3
2022,2,4,16066,10301,16932,96.2,95.2,7.41,7.25,15251,19.8,7.7,172100,6416,5880,2125,1992,0.33,0.34,2.57,869,2.81,3.54,178.1
2022,2,5,16060,9597,8161,95.5,96.5,7.3,7.23,0,25.4,,,6231,6095,2249,1967,0.36,0.32,2.56,726,2.77,,130.8
2022,2,6,17570,10231,6704,97,95.8,7.45,7.22,0,24.9,,,6433,5840,1743,2017,0.27,0.35,2.66,745,2.62,,107.6
2022,2,7,17586,10781,8472,96.1,96.3,7.36,7.41,15564,23.3,5.16,120800,6268,6108,2058,2266,0.33,0.37,2.59,632,2.51,,90.9
2022,2,8,18081,10595,13426,96.8,95.5,7.44,7.34,5000,20.4,6.47,112400,6328,5775,1502,1685,0.24,0.29,2.72,356,2.33,3.35,110.7
2022,2,9,17692,9473,12759,96.3,96.5,7.49,7.42,16583,21.5,8.25,90400,5925,6005,2008,1759,0.34,0.29,2.7,767,2.35,3.98,103.6
2022,2,10,17939,10503,22884,96.2,95.2,7.44,7.34,21891,16.7,7.86,114200,5768,5372,1718,1817,0.3,0.34,2.65,874,2.47,4.37,137.1
2022,2,11,18019,10390,22400,95.1,95.7,7.28,7.31,16751,16.9,19.35,,5185,5107,1876,1751,0.36,0.34,2.67,683,2.65,4.4,183.1
2022,2,12,17622,9451,8129,95.5,94.7,7.35,7.31,0,24.4,,,5117,4854,2125,2050,0.42,0.42,2.52,614,2.64,,177.1
2022,2,13,18182,8754,5508,94.1,96,7.47,7.39,0,26.4,,,5307,5120,1826,1959,0.34,0.38,2.57,570,2.55,,152.8
2022,2,14,18255,9688,11419,95.3,95.5,7.44,7.35,13360,21.8,1.94,,5663,5035,1676,1859,0.3,0.37,2.51,474,2.53,4.1,124.8
2022,2,15,16870,11328,11108,94.7,96.4,7.23,7.36,7600,21.8,12.41,,5210,5305,2324,1585,0.45,0.3,2.55,973,2.56,3.2,152.2
2022,2,16,15207,11092,8139,96.4,96,7.4,7.29,13567,24.9,11.31,244550,,,,,,,2.83,416,2.69,3.6,138.3
2022,2,17,17028,10259,11550,96.6,96.3,7.44,7.33,7542,22.1,8.72,186000,,,,,,,2.71,531,2.47,3.18,126.3
2022,2,18,16035,8803,15403,96.8,95.9,7.4,7.26,25082,21.3,9.79,181350,,,,,,,2.65,538,2.42,4.7,154.6
2022,2,19,19590,9833,8148,95.9,96.4,7.24,7.2,0,22.8,,,,,,,,,2.56,361,2.78,,131.4
2022,2,20,18742,8694,8171,96.7,95.2,7.29,7.2,0,24.1,,,,,,,,,2.65,569,2.8,,124.8
2022,2,21,16924,9530,10564,96.1,96.3,7.36,7.33,11260,23.2,,,5540,5222,1394,1494,0.25,0.29,2.59,397,2.75,,124.6
2022,2,22,14870,15911,17333,96.1,96.2,7.47,7.38,24241,17.8,8.39,206150,5593,5085,1295,1170,0.23,0.23,2.76,237.7,2.84,3.28,158.2
2022,2,23,14827,11164,33200,94.6,96.3,7.44,7.35,18676,14.5,8.85,210650,5462,5145,1494,1303,0.27,0.25,2.73,752.5,2.82,3.95,209.1
